planting_date,harvest_date,fertilizer_kg_ha,pesticide_l_ha,total_precip_mm,avg_temp_max_C,total_sunshine_h,yield_kg_ha
1998-01-14,1998-05-09,186.38,24.33,113.39999999999995,28.88103448275862,1300.4574055555565,3221.59
2015-02-23,2015-07-10,103.46,38.37,528.0000000000073,28.680434782609076,1486.7268694444283,2590.68
2015-04-06,2015-08-12,72.3,45.0,623.4000000000233,28.616279069767668,1364.1387499999983,2514.76
2017-03-24,2017-06-23,190.74,13.17,348.200000000048,28.855434782608505,1006.9788305555558,3213.44
1998-08-15,1998-12-09,96.95,46.24,674.8000000000001,27.583760683760648,1189.0823888888885,3337.22
2012-08-05,2012-12-15,53.67,46.49,948.2999999999847,27.827819548872444,1315.4135944444206,3488.75
2015-07-22,2015-12-10,98.7,31.52,1086.3999999999796,28.042957746479118,1331.4309166667008,3198.84
2000-12-16,2001-04-23,132.9,20.8,380.3000000000011,27.7325581395348,1384.253894444444,2736.01
2022-09-09,2022-12-09,195.73,37.11,528.2999999999884,27.793478260868618,919.2044166666601,2931.23
2021-02-04,2021-05-31,66.91,35.7,459.4999999999709,28.65811965811941,1238.0740111110936,2331.84
2016-03-11,2016-07-27,164.83,22.03,776.6000000000204,29.028057553956373,1385.5441361110861,2307.13
2018-03-10,2018-08-03,180.55,30.99,920.1999999999462,28.59183673469348,1452.2753083332937,3289.55
2023-08-06,2023-12-27,63.81,11.59,1617.800000000003,28.548611111112322,1251.7559861110785,1965.7
2019-11-09,2020-03-20,181.68,22.57,808.199999999968,28.16390977443622,1314.9057166666753,3493.34
2004-05-25,2004-10-18,151.64,27.19,800.0000000000091,27.627210884353275,1507.30944166669,3330.52
2022-07-20,2022-12-16,86.93,40.51,1041.7999999999884,27.745333333332674,1438.5585555554717,3162.0
1998-10-09,1999-01-14,65.77,46.04,838.6000000000006,27.196938775510205,898.0538555555554,2280.42
2018-02-22,2018-06-21,158.61,40.81,789.299999999952,28.673333333333236,1183.9445000000123,2880.99
2006-03-10,2006-06-23,124.35,37.01,466.0999999999949,28.452830188678696,1112.7887888888872,2283.14
2022-12-28,2023-04-09,59.89,44.17,297.4999999999782,27.92524271844649,1068.8300361111324,2474.73
