planting_date,harvest_date,fertilizer_kg_ha,irrigation_m3_ha,total_precip_mm,avg_temp_max_C,total_sunshine_h,yield_kg_ha
2015-06-23,2015-11-19,73.05,175.21,1081.599999999984,28.142666666666823,1432.3628166666676,1695.7
2016-09-26,2017-02-19,162.53,143.34,750.599999999984,27.512925170067987,1469.4368861111725,2086.71
2014-04-05,2014-08-11,72.36,186.34,485.700000000008,28.508527131782767,1400.7335555555183,2378.49
2002-09-18,2003-01-17,75.01,484.57,1243.7000000000025,27.43606557377041,1118.199133333328,2642.08
2010-08-12,2010-11-22,197.31,441.09,475.9000000000051,27.530097087378557,1024.3744277777878,3008.43
2012-10-17,2013-03-14,135.85,140.1,1098.1999999999898,27.60067114093979,1444.1545749999786,3073.58
2012-01-10,2012-05-01,108.56,449.77,243.99999999999636,27.930973451326505,1216.2678305555455,2971.46
1999-11-16,2000-02-22,66.42,428.16,621.5000000000018,27.03838383838383,980.7788138888882,2263.19
2011-01-18,2011-06-07,152.23,201.25,464.6999999999898,27.85319148936265,1517.0368472222253,2324.32
2004-08-19,2004-12-17,161.32,348.04,1384.6000000000076,27.252892561983277,1082.7314555555786,2637.34
2004-11-18,2005-04-14,126.1,265.19,768.0000000000055,27.769594594594754,1473.990891666679,2740.38
2015-08-09,2015-11-10,198.7,222.11,785.199999999968,28.05851063829787,858.2167555555425,2674.7
1999-08-15,1999-11-27,190.7,146.8,735.1999999999998,27.272380952380868,984.6392833333357,2581.24
2011-07-03,2011-10-17,75.63,481.42,498.3999999999942,27.953271028037385,1109.9288972221912,2629.8
2023-05-16,2023-09-12,122.75,322.81,756.8000000000247,28.965000000000387,1182.135433333373,1795.07
2003-09-02,2004-01-23,50.87,225.72,900.4999999999982,27.46597222222201,1426.9347750000197,1996.68
2021-01-19,2021-05-05,70.84,410.2,231.59999999996217,28.419626168223974,1169.4399222222273,1910.26
2003-09-30,2004-02-09,159.38,488.65,742.9999999999945,27.42932330827039,1321.1258250000137,2640.78
2016-07-31,2016-11-09,60.57,296.74,560.3999999999724,27.63627450980358,1055.2775083333108,2551.14
2008-11-07,2009-03-15,71.32,260.8,540.5,27.395348837209642,1341.4216194444452,2276.36
2005-09-11,2005-12-17,123.12,375.46,543.700000000008,27.36428571428598,1000.8179888888953,1914.06
2010-02-15,2010-05-21,167.44,242.64,383.30000000000655,28.928125000000517,1018.0445083333398,2038.74
2020-02-08,2020-05-20,63.18,302.43,333.79999999998836,29.011650485438135,1111.9270055556408,2749.77
2012-07-29,2012-12-09,108.42,175.74,919.0999999999876,27.849253731343413,1331.779719444421,2241.9
2003-08-10,2003-12-21,150.39,426.86,930.5999999999985,27.589552238805645,1305.939761111138,2725.88
2020-06-29,2020-10-25,184.3,319.06,530.5999999999913,28.373949579831198,1176.3156666666619,2672.66
2009-04-05,2009-07-21,107.1,239.66,588.2999999999956,28.4388888888887,1070.0151416666558,2386.2
2016-08-25,2016-12-12,85.26,255.62,691.8999999999942,27.530909090908775,1079.1788888889132,1941.54
1998-10-20,1999-03-19,51.96,433.22,979.100000000002,27.263576158940406,1465.2947333333323,2867.7
2002-02-15,2002-07-15,78.13,478.42,637.7000000000025,28.36953642384122,1559.5890194444364,2342.07
2014-05-22,2014-08-31,188.68,105.13,444.6000000000022,28.243137254901846,1089.2948083333322,2569.78
2015-01-06,2015-05-30,143.63,176.94,437.1999999999898,28.254482758621652,1554.4712055555356,2210.77
2023-10-30,2024-02-01,140.5,359.45,1126.5999999999767,28.302105263161693,842.3365138889203,2473.29
2018-03-01,2018-06-25,67.55,362.43,782.2999999999593,28.703418803418703,1152.154672222212,2775.75
2009-10-30,2010-03-13,90.85,227.5,684.6999999999935,27.78444444444451,1297.531516666626,1973.78
2019-11-26,2020-03-15,162.22,407.93,683.2999999999811,28.179279279279488,1090.296175000025,2439.26
1999-06-29,1999-10-05,169.6,446.24,619.9999999999986,27.486868686868732,960.614494444445,3041.15
1999-11-12,2000-02-19,93.38,406.4,629.8000000000015,27.015,993.7590638888887,2589.49
2012-04-03,2012-08-31,119.42,382.38,606.1999999999935,28.364238410595064,1582.9102083332982,2182.04
1999-10-19,2000-02-16,152.65,339.25,706.5000000000005,27.03471074380157,1218.6504666666679,2609.95
2006-03-19,2006-07-06,194.2,424.98,518.4999999999927,28.471818181817998,1146.6805249999998,3145.19
2000-11-06,2001-03-23,137.0,219.71,440.40000000000236,27.55144927536231,1425.0528694444474,2625.56
2014-09-06,2015-01-07,136.71,499.66,1022.5000000000036,27.532258064515425,1163.6761666666862,2151.16
2010-07-30,2010-11-18,123.16,222.94,487.200000000008,27.60178571428566,1136.2569555555601,2428.7
2017-07-07,2017-10-13,195.65,443.91,522.6999999999825,28.333333333333332,1012.0973916666553,2983.75
2010-05-05,2010-09-15,142.59,380.14,903.7000000000007,28.244029850746138,1299.672249999996,2554.06
2007-10-22,2008-03-12,180.45,205.78,686.6999999999789,27.41118881118873,1445.7147722222144,2767.11
2022-09-19,2022-12-27,91.56,455.06,682.4999999999854,27.816999999999535,956.3466388888482,2079.67
2022-07-28,2022-11-11,125.26,310.21,721.4999999999927,27.680373831774777,1035.676127777726,2687.3
2012-01-18,2012-06-01,148.26,484.31,368.9999999999927,28.148529411764365,1458.659594444427,2821.62
2004-03-10,2004-07-20,118.83,477.5,562.0999999999985,28.420300751879328,1408.4563111111274,2337.87
2020-01-17,2020-04-17,191.37,293.2,97.99999999997817,28.622826086957662,1019.5082250000705,2950.15
2006-10-09,2007-02-21,198.78,384.92,1207.6999999999935,27.227205882353648,1214.9077222222186,2717.91
2019-10-30,2020-02-11,56.8,275.79,837.1999999999753,27.99904761904701,983.8679333333421,2297.06
2008-11-13,2009-03-29,197.34,471.07,510.6000000000058,27.516788321168434,1438.0146833333347,2437.47
2004-08-28,2004-12-05,78.5,146.23,1157.900000000007,27.23699999999997,887.9719166666873,2212.49
2009-12-03,2010-04-22,103.0,229.27,401.3999999999978,28.18723404255346,1490.42276111112,2287.8
1999-09-18,1999-12-19,199.93,169.55,726.6000000000004,27.161290322580605,847.5765500000025,2832.55
2018-04-13,2018-08-10,141.69,140.84,818.699999999968,28.515833333333042,1171.2907361110701,2067.53
2019-10-31,2020-03-15,148.23,462.1,864.0999999999622,28.105839416058394,1339.5262500000244,2937.75
2001-07-08,2001-10-15,61.32,289.61,637.0,27.64100000000006,1027.8352861111107,1922.36
2010-01-12,2010-05-05,73.09,336.78,263.5,28.515789473684492,1234.175561111122,2529.97
2012-09-17,2013-01-01,145.99,172.88,1133.099999999984,27.66168224299136,984.8478777777564,2494.7
2008-10-31,2009-03-05,171.29,369.31,518.3000000000029,27.365079365079595,1305.5142527777716,2456.95
2000-02-13,2000-06-17,105.75,260.96,499.0000000000009,28.253174603174557,1305.3219722222138,2023.27
2001-04-24,2001-07-31,55.23,477.41,565.4000000000005,28.249494949495066,992.3141138888914,1976.9
1999-07-28,1999-12-16,122.44,305.54,1022.7000000000003,27.250704225352063,1359.7277833333355,2565.51
1999-03-14,1999-07-10,96.99,287.84,489.599999999999,27.959663865546254,1256.1239611111132,2387.13
2012-10-18,2013-01-20,79.25,100.68,975.8999999999905,27.46526315789486,866.5169916666491,2308.77
2022-11-20,2023-03-18,97.47,461.79,575.9999999999636,27.700840336133915,1159.4570916666853,2436.31
2001-06-13,2001-10-05,185.05,464.64,676.1999999999989,27.803478260869703,1195.629175,2747.89
2000-04-12,2000-08-20,122.91,207.96,776.6000000000013,28.00381679389313,1330.7771611111093,2065.89
2017-10-20,2018-02-09,118.9,471.34,566.599999999984,27.76902654867329,1095.9723944444704,2154.58
2017-03-01,2017-07-28,57.1,283.77,657.6000000000349,28.700666666666706,1623.893694444414,2193.7
2016-07-11,2016-11-19,56.9,488.72,798.3999999999724,27.65681818181805,1323.6533861111675,2079.77
2014-09-21,2015-01-28,113.6,408.2,921.9000000000015,27.475384615384304,1238.5415166666571,2688.83
2022-05-18,2022-08-16,84.49,103.92,695.2999999999956,28.325274725274788,855.9961944444076,2115.06
2017-09-10,2017-12-20,72.68,452.95,601.5999999999913,28.13823529411799,995.0547694444685,2380.17
2008-02-13,2008-06-10,98.79,445.98,708.4999999999927,27.928571428571427,1207.1205083333261,2875.34
2000-05-14,2000-10-08,108.88,283.92,957.8000000000002,27.739864864864938,1465.0917805555564,2496.46
2001-07-02,2001-11-24,160.28,266.66,869.7000000000016,27.641780821917937,1489.1602444444397,2345.16
1998-03-18,1998-06-27,142.59,468.12,549.3999999999997,29.321568627450983,1021.8245583333347,2723.59
2021-04-08,2021-08-23,118.8,232.16,713.7999999999811,28.70289855072506,1418.8877833332954,2660.38
2011-01-12,2011-05-25,120.2,241.1,427.8999999999942,27.76567164179174,1444.178216666689,2247.98
2005-07-21,2005-11-04,135.73,168.03,472.20000000000437,27.666355140187488,1126.654880555543,2361.62
1998-12-25,1999-04-13,53.48,440.56,523.7000000000021,27.555454545454616,1118.0699888888876,2323.65
2001-08-02,2001-11-07,77.79,456.33,567.0000000000009,27.57142857142872,1024.1301222222191,2068.76
1998-03-23,1998-08-07,170.0,446.76,827.5,28.931884057971008,1354.5228694444454,2656.86
2022-05-19,2022-10-01,70.43,333.41,983.099999999984,28.06029411764693,1304.3781499999313,2286.76
2015-07-12,2015-10-27,132.21,115.05,814.1999999999825,28.088888888889212,1043.0299527777606,2272.73
2019-11-07,2020-03-05,70.73,225.57,814.7999999999738,28.074999999999758,1167.8132999999943,2485.85
2014-08-16,2014-12-28,163.35,279.22,1209.3000000000065,27.540740740739878,1249.2781861111434,3151.29
2002-06-07,2002-09-22,118.0,409.55,386.3000000000038,27.956481481481777,1134.500347222216,2460.02
2019-10-11,2020-02-18,77.36,373.92,1076.9999999999782,28.011450381678944,1201.1509972222848,2417.28
2000-03-29,2000-07-13,54.94,390.17,617.1999999999989,28.237383177570106,1079.982444444442,2120.12
2006-11-04,2007-03-24,113.3,428.32,926.3999999999942,27.340425531915308,1337.5242111111002,2509.25
2019-10-19,2020-03-14,169.59,313.0,1027.699999999968,28.09729729729706,1396.435936111171,2483.5
2013-09-19,2014-01-16,73.6,109.87,514.5999999999985,27.46333333333314,1243.8765194444568,1877.25
2011-08-03,2011-12-08,97.5,268.37,1206.4999999999964,27.889062500000364,1247.6608472222142,2492.43
2014-04-06,2014-08-19,184.63,444.91,579.0000000000073,28.436029411764405,1461.2600249999596,2563.63
2014-10-15,2015-01-22,199.57,181.93,747.7000000000007,27.435999999999478,939.6873916666664,3197.91
2002-01-09,2002-05-28,132.78,134.68,483.50000000000455,28.11000000000022,1456.1159916666693,2336.56
1998-01-24,1998-05-20,156.82,405.45,252.89999999999992,28.98974358974359,1265.0214805555565,2097.17
2010-03-19,2010-07-07,75.13,187.32,728.5,28.85405405405421,1111.112572222235,2357.13
2018-01-09,2018-04-12,111.52,251.99,222.19999999996799,28.053191489361392,997.7368722222454,2283.59
2013-07-13,2013-11-28,143.28,297.94,716.4999999999854,27.533812949639742,1442.0162472222291,1761.82
2016-04-17,2016-08-31,183.71,100.19,1014.9000000000015,28.557664233576812,1323.0811499999982,2635.15
2011-09-02,2012-01-05,121.41,197.29,1156.0,27.7706349206352,1184.1852916666758,1546.82
2010-06-02,2010-10-30,152.97,481.65,845.1000000000022,27.86092715231769,1503.8773055555575,3555.39
2016-02-12,2016-06-27,66.48,320.8,613.4000000000233,29.13503649634994,1408.5774722221395,2517.17
2009-03-15,2009-08-06,93.45,262.26,622.6999999999971,28.424137931034682,1495.4356999999945,2095.8
2008-03-07,2008-06-08,143.2,307.54,668.4999999999964,27.967021276595684,940.941616666656,2176.16
2014-07-08,2014-11-21,146.98,109.26,911.5999999999949,27.78102189780937,1364.3674944444647,2880.42
2017-05-24,2017-10-18,104.85,198.61,698.1999999999971,28.397972972972934,1541.901961111129,2442.58
2000-06-09,2000-09-23,195.0,239.39,669.5,27.58317757009354,1078.1243472222268,3000.31
1999-08-22,1999-12-27,169.72,107.36,869.1999999999994,27.21171874999996,1221.9906972222234,2311.75
2003-03-08,2003-07-25,174.07,202.16,806.5000000000036,28.514285714285663,1432.587691666682,2609.86
2016-10-14,2017-03-09,188.51,276.78,923.1999999999898,27.525850340135975,1435.6033777778648,3084.3
2022-11-27,2023-04-18,179.95,322.68,588.9999999999491,27.98881118881074,1437.2786583333364,2556.39
2008-11-11,2009-03-22,188.88,244.23,529.2999999999993,27.44696969697014,1377.6444333333347,2523.87
2002-02-18,2002-05-24,128.79,238.87,399.9000000000033,28.359375000000153,991.589261111114,2700.49
2017-12-07,2018-03-11,72.4,418.02,212.19999999996799,27.71052631578978,1007.1276055556082,2678.0
2000-12-05,2001-03-24,149.78,252.73,248.20000000000164,27.516363636363565,1173.8653694444456,1997.41
2019-03-12,2019-07-13,177.82,200.96,443.40000000000873,29.18225806451641,1287.0366305555508,2242.61
2016-11-30,2017-03-06,85.45,499.67,517.1999999999971,27.527835051545612,975.3977638889482,2485.18
2005-06-02,2005-10-12,74.32,301.14,656.1999999999916,27.906015037594095,1386.1352305555374,2386.56
2002-01-20,2002-06-01,162.46,283.98,529.7000000000035,28.169172932331048,1375.8828416666656,2565.6
2019-10-09,2020-01-28,177.09,299.24,1081.1999999999753,27.94821428571387,991.9069722222775,2446.62
2019-07-24,2019-12-19,160.12,301.35,1384.699999999968,28.134228187918875,1300.585558333376,2351.84
2019-08-21,2019-11-27,147.2,234.35,828.7999999999811,28.05151515151462,878.6905888889014,2230.53
2006-01-01,2006-05-08,80.58,370.29,594.0999999999985,27.838281249999568,1358.6353555555506,2922.4
2016-02-29,2016-07-19,61.47,183.74,704.4000000000233,29.069014084506552,1439.3968055555015,2342.76
2005-02-03,2005-07-02,178.21,421.16,549.5000000000018,28.510000000000193,1573.586094444443,2531.46
2011-04-20,2011-08-06,58.7,192.42,519.8999999999796,28.208256880734854,1140.2871499999528,2216.68
2016-02-14,2016-05-19,195.15,404.64,373.20000000003347,29.32708333333297,996.8237222222087,2452.46
2008-08-08,2008-12-20,136.43,487.79,789.1000000000058,27.68740740740732,1325.3475250000047,2535.99
2020-03-07,2020-07-29,140.31,173.84,728.3000000000102,29.1089655172421,1488.938113888944,2368.99
2002-08-01,2002-12-17,118.95,138.78,1299.7000000000025,27.537410071942634,1343.6374305555364,2036.59
2016-07-08,2016-10-19,62.14,226.56,587.6999999999825,27.742307692307243,1061.1796527778206,2327.38
1999-06-12,1999-09-27,171.19,141.29,557.8999999999974,27.499074074074088,1093.0618972222237,2811.63
2000-11-07,2001-02-09,64.5,461.53,413.0000000000018,27.357894736842105,939.5001833333372,2712.31
2014-09-17,2015-01-17,188.93,161.22,944.9000000000051,27.497560975609613,1158.7630305555576,2881.36
2017-05-10,2017-08-22,117.61,384.61,540.6000000000204,28.576190476190476,1100.9613583333557,2859.92
1999-12-18,2000-03-20,197.21,149.07,326.40000000000236,27.381914893617036,967.836169444442,3043.39
2001-04-13,2001-08-17,130.42,139.28,683.7000000000007,28.155905511811046,1300.7671333333383,2266.66
2014-09-25,2015-02-17,185.63,233.46,980.6999999999862,27.460273972602423,1401.743802777768,2641.51
2001-01-07,2001-04-14,98.38,433.85,281.8000000000011,27.77755102040806,1061.9751277777796,2308.03
2019-11-05,2020-02-24,151.05,254.75,824.6999999999753,28.0446428571426,1073.8032555555546,2830.71
2019-12-06,2020-04-22,78.18,268.62,471.2999999999738,28.45323741007236,1458.6795000000566,3156.85
2012-04-02,2012-07-14,76.07,291.0,466.59999999999127,28.51057692307614,1074.8181361110837,2192.02
2010-02-01,2010-06-06,62.13,231.42,552.7000000000007,28.76031746031783,1305.5508805555728,2156.98
2021-12-10,2022-03-27,97.94,203.93,232.70000000000437,28.27500000000011,1145.427211111164,1801.33
2021-09-20,2022-01-10,98.08,135.65,768.1999999999898,28.150442477877135,1063.4587138888892,2112.81
2016-12-14,2017-04-28,97.82,344.61,572.2000000000116,28.035294117646544,1429.007311111127,2845.39
2018-10-02,2019-02-16,137.21,278.66,489.3999999999869,27.843478260869944,1411.030461111106,2746.7
1998-01-29,1998-05-17,81.59,322.01,238.49999999999994,28.998165137614684,1176.4472527777789,2047.81
2012-07-14,2012-11-29,180.31,438.57,882.8999999999942,27.924460431654676,1394.5309111110764,2423.97
2011-06-29,2011-09-27,183.56,235.16,494.79999999999563,27.908791208791655,932.938491666624,2351.76
2019-11-09,2020-04-03,100.9,333.8,811.7999999999593,28.246258503401638,1473.710425000012,1878.77
2007-10-02,2008-01-24,99.09,471.66,741.7999999999884,27.40260869565182,1122.2809638888793,2057.68
2016-05-26,2016-09-01,59.35,251.3,677.599999999984,28.15353535353547,991.5285638889036,2158.59
2017-03-20,2017-07-23,130.12,217.33,419.10000000002765,28.78888888888884,1383.1004416666692,2955.54
2006-04-01,2006-08-17,190.76,269.24,637.9999999999982,28.342446043164987,1455.6159083333296,2227.1
1998-12-23,1999-05-21,187.29,332.32,668.1000000000024,27.72000000000005,1563.7051888888877,3086.64
2008-08-19,2008-11-18,185.13,485.3,377.1000000000058,27.82173913043437,931.883508333347,2527.56
2017-09-05,2018-01-03,70.72,305.34,704.7999999999738,28.09338842975245,1172.402361111148,2205.28
2000-02-21,2000-07-14,166.6,328.76,658.8999999999996,28.185517241379294,1497.7716111111067,2598.8
2010-06-04,2010-10-30,187.21,141.06,843.8000000000029,27.846979865771598,1480.4990333333335,2848.09
2001-05-30,2001-10-20,70.22,113.21,817.5000000000009,27.795833333333476,1483.5185722222195,2266.75
2019-11-13,2020-03-01,58.46,486.36,779.1999999999753,28.098181818181448,1057.154191666661,2690.96
2013-04-06,2013-08-15,126.14,467.99,674.3000000000138,28.193939393938116,1333.0561666666836,2108.54
2005-06-13,2005-10-24,172.24,201.99,639.3999999999942,27.80970149253742,1391.8671277777648,2371.02
2014-06-16,2014-10-23,169.51,158.39,717.299999999992,27.916923076922494,1327.9859944444397,2432.99
2011-12-06,2012-03-31,157.76,142.27,325.5000000000073,27.54786324786305,1200.01666111112,2577.82
1999-11-26,2000-03-09,184.24,448.36,590.5000000000018,27.18285714285715,1049.3461555555523,2730.89
2015-04-02,2015-08-22,91.25,223.79,702.9000000000233,28.613286713286794,1506.8706361111108,2595.13
2009-10-08,2010-02-01,117.55,306.59,622.799999999992,27.741025641025615,1120.4995222221914,2716.69
2021-03-21,2021-06-28,121.37,463.22,478.3999999999796,28.900999999999186,1054.8198749999283,2051.71
2006-11-06,2007-02-26,74.29,404.63,893.8999999999978,27.176106194690856,1029.0191638888864,3059.77
2020-02-12,2020-05-16,57.45,143.94,318.99999999998545,28.992631578948778,1023.0186666667432,2135.66
2005-05-14,2005-08-30,142.55,441.12,597.5999999999894,28.18165137614695,1130.346102777774,2730.68
2001-11-26,2002-03-13,77.72,179.54,389.9000000000033,27.44074074074086,1130.9171277777768,1726.42
2006-09-15,2007-01-12,143.91,146.83,1261.1999999999935,27.41416666666713,1046.6335944444618,1916.8
2015-11-04,2016-03-20,110.09,178.11,451.1000000000204,28.273188405797608,1419.7914472223201,2150.55
2009-07-19,2009-12-13,93.27,212.26,842.7999999999993,27.812837837837858,1463.171113888864,2370.7
2023-07-29,2023-10-30,127.51,322.65,864.900000000016,28.743617021276226,836.8057166666258,2448.43
2013-03-02,2013-06-10,102.44,285.9,526.2000000000262,28.694059405939786,1014.4292888888885,2269.46
1998-08-23,1998-12-12,192.68,149.24,766.4,27.54553571428567,1106.1629083333332,2244.43
2016-11-11,2017-03-28,170.5,322.89,754.9000000000087,27.658695652173872,1365.330394444507,2907.35
2005-07-01,2005-10-25,82.89,352.05,588.899999999996,27.7264957264961,1219.019961111102,2103.53
2015-02-26,2015-06-22,89.91,452.91,444.900000000016,28.725641025641472,1254.8797888888876,2168.92
2017-04-05,2017-08-11,164.52,153.09,538.7000000000335,28.768992248061654,1395.5511222222267,2224.07
2018-03-14,2018-08-10,143.25,186.59,892.8999999999505,28.58733333333279,1507.146452777728,2241.48
2004-07-25,2004-11-08,133.1,314.63,835.4000000000069,27.376635514018176,1036.8273472222354,2602.59
2011-06-25,2011-11-07,144.01,207.11,782.1000000000022,27.922058823529582,1368.4231666666383,2511.23
2014-11-11,2015-03-29,97.86,353.6,703.2999999999884,27.58848920863322,1399.521152777772,2490.7
2017-09-28,2018-01-04,68.61,310.03,560.4999999999854,28.102020202020555,961.6717500000523,2268.61
2010-01-27,2010-05-28,165.51,316.53,482.70000000000437,28.728688524590595,1271.1711472222305,2513.42
2012-02-02,2012-06-09,83.76,413.43,420.99999999998545,28.309302325581125,1364.6112111110924,2256.1
2001-06-19,2001-10-08,88.59,369.64,676.4999999999991,27.76696428571443,1165.7067638888875,2465.92
2016-06-20,2016-09-29,93.61,363.77,612.1999999999971,27.849999999999543,1030.0229472222854,2765.89
2021-11-17,2022-04-01,111.21,447.82,410.3999999999942,28.230147058824087,1401.6047611111571,2199.6
2008-10-12,2009-03-03,186.81,194.33,677.3000000000065,27.413286713286855,1415.9321333333428,2374.52
2020-02-25,2020-06-30,100.61,273.53,564.0000000000146,29.13464566929253,1347.5828472223075,2367.1
2017-09-23,2018-02-01,103.09,359.39,620.9999999999782,27.909848484849192,1304.7558222222433,2324.93
2012-01-29,2012-05-18,130.34,121.4,238.39999999999054,28.220720720720458,1204.1451555555395,2134.75
