date,temp_max_C,temp_min_C,precip_mm,rain_mm,sunshine_h
1998-03-17,28.8,27.8,0.5,0.5,11.422238888888888
1998-03-18,29.0,28.0,0.0,0.0,11.427236111111112
1998-03-19,29.4,28.5,0.6,0.6,11.407288888888889
1998-03-20,29.2,28.0,0.0,0.0,11.437172222222221
1998-03-21,29.0,28.3,0.2,0.2,11.44211111111111
1998-03-22,29.2,27.4,0.6,0.6,11.447022222222222
1998-03-23,29.2,28.1,0.0,0.0,11.451905555555555
1998-03-24,29.5,28.4,0.0,0.0,11.456755555555555
1998-03-25,29.4,28.2,0.0,0.0,11.461572222222223
1998-03-26,29.8,28.6,0.0,0.0,11.46635
1998-03-27,29.5,27.8,1.2,1.2,11.395244444444444
1998-03-28,29.3,27.7,0.0,0.0,11.475780555555556
1998-03-29,29.3,28.4,0.0,0.0,11.480427777777779
1998-03-30,29.2,28.3,0.0,0.0,11.485
1998-03-31,29.1,28.0,0.3,0.3,11.48948611111111
1998-04-01,29.0,28.1,0.3,0.3,11.493969444444446
1998-04-02,29.8,28.1,0.0,0.0,11.498433333333333
1998-04-03,29.4,26.8,3.1,3.1,11.502883333333333
1998-04-04,29.6,28.3,0.0,0.0,11.507316666666666
1998-04-05,29.9,27.5,2.0,2.0,11.511727777777779
1998-04-06,29.6,27.4,10.2,10.2,10.762041666666667
1998-04-07,29.4,26.6,18.6,18.6,7.963802777777778
1998-04-08,29.7,26.3,1.5,1.5,11.253605555555556
1998-04-09,29.5,28.1,0.7,0.7,11.529102777777776
1998-04-10,29.4,27.4,0.6,0.6,11.533366666666668
1998-04-11,29.9,28.5,0.0,0.0,11.53758888888889
1998-04-12,29.7,27.6,1.6,1.6,11.483283333333333
1998-04-13,29.5,26.8,5.4,5.4,10.9452
1998-04-14,29.5,27.4,7.1,7.1,11.55001388888889
1998-04-15,29.7,27.7,1.3,1.3,11.554063888888889
1998-04-16,29.2,27.8,0.5,0.5,11.558066666666667
1998-04-17,29.7,28.2,0.6,0.6,11.562013888888888
1998-04-18,29.9,28.5,0.0,0.0,11.565905555555556
1998-04-19,29.9,27.5,1.7,1.7,11.569725
1998-04-20,30.3,29.5,0.0,0.0,11.573469444444443
1998-04-21,30.2,29.2,0.1,0.1,11.577186111111113
1998-04-22,30.0,29.0,0.1,0.1,11.580875
1998-04-23,30.0,29.0,0.0,0.0,11.584533333333333
1998-04-24,30.3,29.1,0.0,0.0,11.588158333333334
1998-04-25,30.2,29.5,0.0,0.0,11.591747222222223
1998-04-26,30.2,29.2,0.0,0.0,11.595302777777777
1998-04-27,30.5,29.6,0.0,0.0,11.598811111111111
1998-04-28,30.2,29.0,0.0,0.0,9.164997222222222
1998-04-29,29.7,28.3,1.9,1.9,11.563219444444444
1998-04-30,29.8,27.6,5.5,5.5,11.609083333333333
1998-05-01,29.6,28.0,2.6,2.6,11.612408333333333
1998-05-02,29.1,27.8,1.8,1.8,11.615683333333333
1998-05-03,29.1,27.4,1.8,1.8,11.618902777777778
1998-05-04,29.2,27.8,2.0,2.0,11.622069444444444
1998-05-05,29.2,27.1,6.5,6.5,11.360080555555555
1998-05-06,29.1,28.1,0.4,0.4,11.628216666666667
1998-05-07,29.4,27.6,0.5,0.5,11.631197222222221
1998-05-08,29.5,27.2,6.2,6.2,11.634111111111112
1998-05-09,29.0,26.9,8.8,8.8,4.931180555555556
1998-05-10,29.6,27.1,4.6,4.6,9.771569444444445
1998-05-11,28.8,27.0,27.3,27.3,4.257861111111111
1998-05-12,28.3,27.0,26.7,26.7,0.04303333333333333
1998-05-13,28.8,27.8,4.5,4.5,0.0
1998-05-14,28.8,26.4,47.0,47.0,2.615463888888889
1998-05-15,29.3,27.1,11.6,11.6,4.013994444444444
1998-05-16,29.5,27.4,3.2,3.2,11.396225000000001
1998-05-17,29.5,27.4,5.8,5.8,9.191694444444444
1998-05-18,30.2,27.6,4.0,4.0,10.25858888888889
1998-05-19,30.2,28.1,5.5,5.5,11.136533333333333
1998-05-20,30.3,29.1,1.2,1.2,11.664916666666667
1998-05-21,30.2,29.9,0.0,0.0,11.667116666666667
1998-05-22,30.5,29.6,0.0,0.0,11.669250000000002
1998-05-23,30.2,27.8,1.7,1.7,11.67131388888889
1998-05-24,29.3,28.2,1.8,1.8,11.673313888888888
1998-05-25,29.5,28.5,0.8,0.8,11.675236111111111
1998-05-26,29.1,27.6,2.8,2.8,11.677088888888887
1998-05-27,29.5,27.2,21.9,21.9,6.977916666666666
1998-05-28,29.6,27.1,21.0,21.0,4.955627777777777
1998-05-29,29.8,26.8,29.0,29.0,1.928625
1998-05-30,28.8,27.2,16.6,16.6,10.623588888888888
1998-05-31,28.9,27.2,17.9,17.9,2.3865583333333333
1998-06-01,28.6,26.8,33.2,33.2,6.323047222222223
1998-06-02,29.0,26.6,19.3,19.3,6.645519444444444
1998-06-03,29.3,26.9,8.3,8.3,10.083955555555555
1998-06-04,28.6,27.8,0.9,0.9,11.6909
1998-06-05,29.4,27.1,1.9,1.9,11.69211111111111
1998-06-06,29.2,27.8,1.0,1.0,11.693249999999999
1998-06-07,29.2,27.3,0.0,0.0,11.694316666666667
1998-06-08,29.3,28.6,0.4,0.4,11.695311111111112
1998-06-09,28.9,27.5,2.6,2.6,11.696233333333334
1998-06-10,29.2,28.1,0.0,0.0,10.320997222222221
1998-06-11,29.0,27.2,0.6,0.6,10.966077777777777
1998-06-12,28.6,26.8,0.8,0.8,11.309325
1998-06-13,28.5,27.2,2.3,2.3,11.344836111111112
1998-06-14,28.6,26.9,9.0,9.0,10.653486111111112
1998-06-15,27.9,26.5,14.8,14.8,7.684266666666667
1998-06-16,28.1,26.2,16.2,16.2,5.977761111111111
1998-06-17,28.8,26.5,5.0,5.0,6.640161111111111
1998-06-18,29.1,26.7,5.1,5.1,11.701105555555557
1998-06-19,28.5,26.5,2.6,2.6,11.701347222222221
1998-06-20,28.9,27.0,2.1,2.1,10.734719444444444
1998-06-21,28.5,26.6,2.6,2.6,11.30258888888889
1998-06-22,28.2,26.4,19.6,19.6,7.020730555555556
1998-06-23,28.5,26.0,15.3,15.3,2.1652722222222223
1998-06-24,28.5,26.8,2.8,2.8,11.272830555555556
1998-06-25,28.5,26.1,9.9,9.9,11.701130555555556
1998-06-26,28.2,26.6,7.5,7.5,4.9975
1998-06-27,28.0,26.0,14.4,14.4,2.9735638888888887
1998-06-28,27.8,26.1,10.4,10.4,8.387647222222222
1998-06-29,28.2,26.1,5.7,5.7,8.60941388888889
1998-06-30,27.7,26.6,1.9,1.9,10.742038888888889
1998-07-01,28.4,26.1,8.6,8.6,11.698163888888889
1998-07-02,28.4,26.2,8.5,8.5,10.818541666666667
1998-07-03,28.1,26.4,6.3,6.3,9.89761388888889
1998-07-04,28.5,26.3,2.4,2.4,9.832330555555556
1998-07-05,28.5,28.0,0.0,0.0,11.694711111111111
1998-07-06,28.5,27.8,0.0,0.0,11.693669444444444
1998-07-07,28.4,27.0,0.6,0.6,11.271722222222222
1998-07-08,28.4,26.7,1.9,1.9,11.44221111111111
1998-07-09,28.6,26.1,1.0,1.0,11.690213888888888
1998-07-10,28.8,28.0,0.0,0.0,11.688952777777779
1998-07-11,28.9,28.1,0.0,0.0,11.68761388888889
1998-07-12,28.8,26.1,12.5,12.5,10.9329
1998-07-13,28.4,26.1,10.7,10.7,11.101044444444446
1998-07-14,27.7,25.7,37.9,37.9,0.1348888888888889
1998-07-15,28.6,26.4,1.1,1.1,5.752577777777778
1998-07-16,28.4,27.8,0.6,0.6,6.718244444444444
1998-07-17,27.9,25.9,15.0,15.0,0.7232111111111111
1998-07-18,27.5,26.4,6.7,6.7,1.0779361111111112
1998-07-19,27.0,25.4,15.3,15.3,11.086958333333333
1998-07-20,27.7,25.6,8.2,8.2,11.476427777777777
1998-07-21,27.9,25.8,0.3,0.3,11.670308333333333
1998-07-22,27.6,25.7,6.2,6.2,11.397236111111113
1998-07-23,27.5,25.8,14.6,14.6,11.120369444444444
1998-07-24,27.6,25.4,31.0,31.0,0.0
1998-07-25,27.8,26.0,1.7,1.7,11.470613888888888
1998-07-26,27.8,25.4,0.3,0.3,11.314863888888889
1998-07-27,27.1,26.0,6.1,6.1,11.197744444444444
1998-07-28,27.8,25.5,11.8,11.8,8.54653888888889
1998-07-29,27.8,27.5,0.0,0.0,10.502016666666668
1998-07-30,27.9,26.9,0.1,0.1,11.649594444444444
1998-07-31,27.7,26.2,0.5,0.5,11.647002777777777
1998-08-01,27.4,25.5,2.2,2.2,11.606327777777777
1998-08-02,27.4,25.7,8.0,8.0,11.297136111111111
1998-08-03,27.5,25.3,32.5,32.5,0.27741944444444444
1998-08-04,28.0,26.1,5.7,5.7,11.636016666666668
1998-08-05,28.1,26.6,0.1,0.1,11.633125
1998-08-06,27.9,25.9,1.6,1.6,11.51126388888889
1998-08-07,27.6,26.4,1.5,1.5,11.222530555555556
1998-08-08,28.0,26.8,0.0,0.0,11.502624999999998
1998-08-09,27.8,26.5,1.1,1.1,11.62105
1998-08-10,28.1,25.7,0.9,0.9,11.617911111111113
1998-08-11,28.1,27.4,0.0,0.0,11.614730555555555
1998-08-12,27.9,27.0,0.1,0.1,11.611511111111112
1998-08-13,28.0,26.1,1.2,1.2,11.608252777777778
1998-08-14,27.9,27.4,0.1,0.1,11.60496111111111
1998-08-15,27.9,27.2,0.0,0.0,11.601630555555555
1998-08-16,27.8,26.7,0.1,0.1,11.598275000000001
1998-08-17,27.8,27.2,0.0,0.0,11.594866666666666
1998-08-18,28.2,27.4,0.0,0.0,11.591377777777778
1998-08-19,28.0,26.6,1.4,1.4,11.36871111111111
1998-08-20,27.7,25.8,5.0,5.0,11.438508333333333
1998-08-21,27.1,25.6,14.5,14.5,5.953783333333333
1998-08-22,28.0,25.6,8.7,8.7,11.006463888888888
1998-08-23,27.7,26.1,7.1,7.1,9.539436111111112
1998-08-24,27.9,26.1,7.8,7.8,11.569325
1998-08-25,28.0,26.3,4.2,4.2,9.963519444444444
1998-08-26,28.0,27.4,0.0,0.0,11.5616
1998-08-27,27.9,27.0,0.0,0.0,11.557680555555557
1998-08-28,27.9,26.2,0.5,0.5,11.553725000000002
1998-08-29,26.9,25.7,1.1,1.1,11.549730555555556
1998-08-30,28.0,26.5,0.0,0.0,11.545708333333334
1998-08-31,28.1,26.2,0.5,0.5,11.541655555555556
1998-09-01,27.6,26.0,1.6,1.6,11.537577777777777
1998-09-02,27.9,26.2,0.4,0.4,11.533475000000001
1998-09-03,27.6,25.5,17.9,17.9,11.221227777777777
1998-09-04,26.7,25.4,29.1,29.1,9.777058333333335
1998-09-05,27.6,25.7,15.6,15.6,5.203408333333334
1998-09-06,27.1,25.4,9.3,9.3,11.484072222222224
1998-09-07,27.3,25.5,4.5,4.5,11.512544444444446
1998-09-08,26.9,25.4,34.2,34.2,7.695444444444444
1998-09-09,27.9,26.7,1.4,1.4,7.887808333333333
1998-09-10,28.0,26.6,0.1,0.1,11.397811111111112
1998-09-11,28.2,26.2,1.6,1.6,11.494880555555556
1998-09-12,28.2,25.6,0.1,0.1,11.490361111111111
1998-09-13,28.4,26.0,2.0,2.0,11.485808333333335
1998-09-14,28.4,26.1,4.9,4.9,11.481222222222222
1998-09-15,28.0,26.0,5.3,5.3,10.580333333333332
1998-09-16,28.1,26.1,3.7,3.7,11.471958333333333
1998-09-17,27.5,26.0,7.0,7.0,10.610100000000001
1998-09-18,27.5,26.1,7.4,7.4,11.438077777777778
1998-09-19,27.2,25.8,21.1,21.1,9.916544444444444
1998-09-20,27.4,25.2,5.7,5.7,9.350372222222221
1998-09-21,26.5,25.6,10.2,10.2,11.443044444444444
1998-09-22,27.1,25.3,11.4,11.4,6.605294444444445
1998-09-23,27.9,26.0,3.3,3.3,5.417016666666666
1998-09-24,26.9,25.6,3.9,3.9,11.434147222222222
1998-09-25,28.0,26.5,0.0,0.0,11.353861111111112
1998-09-26,27.9,25.9,2.2,2.2,10.951741666666665
1998-09-27,28.1,26.6,0.3,0.3,11.156058333333332
1998-09-28,28.0,27.0,2.5,2.5,9.597372222222223
1998-09-29,28.5,26.8,0.6,0.6,11.409799999999999
1998-09-30,27.6,26.4,3.5,3.5,11.209952777777778
1998-10-01,28.1,26.1,4.0,4.0,11.063275
1998-10-02,27.8,26.3,1.1,1.1,11.394708333333332
1998-10-03,28.0,26.2,1.3,1.3,11.216477777777778
1998-10-04,27.4,25.6,16.1,16.1,10.2495
1998-10-05,28.1,26.6,1.4,1.4,10.369377777777778
1998-10-06,27.9,26.0,0.3,0.3,11.335688888888889
1998-10-07,27.5,25.9,8.7,8.7,11.025916666666667
1998-10-08,27.1,26.0,7.5,7.5,10.467836111111112
1998-10-09,27.4,25.8,15.9,15.9,5.212527777777777
1998-10-10,27.6,25.8,9.7,9.7,10.632525
1998-10-11,26.8,25.5,17.3,17.3,4.942094444444445
1998-10-12,28.1,25.8,1.3,1.3,10.942527777777777
1998-10-13,28.1,26.7,0.2,0.2,11.12153611111111
1998-10-14,28.2,25.9,1.7,1.7,11.1578
1998-10-15,28.2,27.5,0.0,0.0,11.254013888888888
1998-10-16,28.2,27.6,0.0,0.0,11.227461111111111
1998-10-17,28.2,27.6,0.0,0.0,11.201183333333335
1998-10-18,28.1,27.0,0.8,0.8,10.516972222222222
1998-10-19,28.3,26.5,0.5,0.5,11.174777777777777
1998-10-20,28.0,26.7,0.9,0.9,11.049327777777778
1998-10-21,28.0,27.0,0.0,0.0,11.123927777777778
1998-10-22,27.8,27.0,0.0,0.0,11.0499
1998-10-23,27.6,26.6,0.0,0.0,10.184533333333333
1998-10-24,28.1,27.3,0.0,0.0,10.435291666666668
1998-10-25,28.2,27.3,0.0,0.0,10.949930555555556
1998-10-26,28.0,27.4,0.0,0.0,11.025108333333334
1998-10-27,27.7,27.2,0.0,0.0,11.024527777777779
1998-10-28,28.1,27.4,0.0,0.0,11.093605555555557
1998-10-29,28.0,27.2,0.3,0.3,10.946294444444446
1998-10-30,27.4,25.7,16.7,16.7,5.470144444444444
1998-10-31,26.4,25.2,32.2,32.2,7.2588333333333335
1998-11-01,27.2,25.6,5.6,5.6,10.679227777777777
1998-11-02,27.4,25.5,4.4,4.4,10.971308333333333
1998-11-03,27.6,26.0,1.5,1.5,11.036541666666668
1998-11-04,27.9,25.9,0.5,0.5,11.078580555555556
1998-11-05,28.1,27.4,0.0,0.0,10.942433333333334
1998-11-06,27.8,26.3,2.4,2.4,9.553947222222222
1998-11-07,26.9,25.6,13.3,13.3,10.919002777777779
1998-11-08,27.0,25.1,20.4,20.4,4.808705555555556
1998-11-09,27.2,25.8,15.2,15.2,8.4762
1998-11-10,27.3,25.5,16.4,16.4,0.2320222222222222
1998-11-11,27.6,25.9,2.0,2.0,10.38736388888889
1998-11-12,27.5,26.1,3.2,3.2,10.905980555555555
1998-11-13,27.6,25.4,1.0,1.0,10.979458333333334
1998-11-14,26.8,24.8,11.8,11.8,10.513913888888888
1998-11-15,27.3,25.4,10.2,10.2,10.90408888888889
1998-11-16,27.4,25.5,6.3,6.3,10.89898611111111
1998-11-17,27.3,25.3,3.8,3.8,10.937902777777778
1998-11-18,27.7,27.0,0.4,0.4,10.9991
1998-11-19,27.6,26.9,0.0,0.0,10.971577777777778
1998-11-20,27.4,27.0,0.3,0.3,10.966094444444446
1998-11-21,27.3,26.6,0.0,0.0,10.915516666666667
1998-11-22,27.0,26.5,0.0,0.0,10.909533333333334
1998-11-23,27.2,26.1,0.0,0.0,10.971641666666669
1998-11-24,27.8,26.2,0.0,0.0,10.851344444444443
1998-11-25,27.5,26.4,0.0,0.0,10.9599
1998-11-26,27.2,25.0,1.6,1.6,10.930558333333334
1998-11-27,27.6,25.9,0.4,0.4,10.90058888888889
1998-11-28,27.4,26.3,0.7,0.7,10.940869444444443
1998-11-29,26.8,26.0,0.2,0.2,10.838641666666668
1998-11-30,27.5,26.5,0.0,0.0,10.854805555555556
1998-12-01,26.8,24.7,3.8,3.8,10.846897222222223
1998-12-02,27.0,25.7,1.1,1.1,10.887980555555556
1998-12-03,26.5,24.9,16.1,16.1,10.830505555555556
1998-12-04,27.4,25.4,8.4,8.4,10.847191666666667
1998-12-05,27.4,25.0,9.1,9.1,9.80761388888889
1998-12-06,26.4,24.9,9.5,9.5,1.7374333333333334
1998-12-07,26.4,25.0,22.2,22.2,8.012775000000001
1998-12-08,25.9,25.0,50.6,50.6,2.2001222222222223
1998-12-09,26.3,25.1,32.8,32.8,3.8740361111111112
1998-12-10,27.0,25.3,38.0,38.0,0.0
1998-12-11,26.8,25.2,34.2,34.2,3.1666527777777778
1998-12-12,26.5,25.5,49.1,49.1,0.06748333333333334
1998-12-13,27.5,25.5,2.3,2.3,10.338583333333334
1998-12-14,27.1,26.2,0.1,0.1,10.901747222222223
1998-12-15,27.1,25.9,1.9,1.9,11.008038888888889
1998-12-16,26.6,24.9,28.4,28.4,1.2096638888888889
1998-12-17,25.9,24.9,10.5,10.5,10.841352777777779
1998-12-18,26.8,24.9,1.7,1.7,10.960530555555556
1998-12-19,26.4,24.9,1.2,1.2,11.072111111111111
1998-12-20,25.9,24.8,3.4,3.4,9.689791666666666
1998-12-21,25.9,24.5,2.4,2.4,10.128222222222222
1998-12-22,26.2,24.2,11.4,11.4,7.682586111111111
1998-12-23,27.2,24.5,9.3,9.3,10.939647222222224
1998-12-24,27.6,27.0,0.0,0.0,10.887816666666666
1998-12-25,27.2,26.5,0.9,0.9,11.006208333333333
1998-12-26,27.0,26.6,0.0,0.0,11.088105555555556
1998-12-27,27.2,26.2,0.6,0.6,11.057883333333333
1998-12-28,26.6,25.0,26.3,26.3,6.242138888888889
1998-12-29,26.1,24.8,33.7,33.7,4.092602777777778
1998-12-30,26.5,24.6,26.3,26.3,1.0487777777777778
1998-12-31,25.6,24.8,42.4,42.4,0.1383222222222222
1999-01-01,25.8,24.9,32.4,32.4,7.546841666666667
1999-01-02,26.3,24.9,65.3,65.3,0.22777777777777777
1999-01-03,26.2,24.6,40.5,40.5,0.026519444444444443
1999-01-04,26.9,26.1,1.3,1.3,10.462394444444445
1999-01-05,27.1,26.4,0.3,0.3,11.100475
1999-01-06,27.0,26.5,0.0,0.0,11.103083333333332
1999-01-07,26.9,26.2,0.0,0.0,10.721216666666665
1999-01-08,27.1,26.4,0.0,0.0,10.773544444444445
1999-01-09,27.4,26.4,0.0,0.0,11.061927777777779
1999-01-10,27.0,26.6,0.0,0.0,11.113041666666666
1999-01-11,27.2,26.5,0.1,0.1,11.115858333333332
1999-01-12,26.9,25.9,1.1,1.1,10.958808333333334
1999-01-13,27.1,26.1,0.1,0.1,10.996083333333333
1999-01-14,27.2,26.6,0.7,0.7,11.002780555555557
1999-01-15,27.2,26.0,1.5,1.5,11.039294444444444
1999-01-16,27.0,25.5,2.4,2.4,10.926697222222222
1999-01-17,26.7,25.6,3.8,3.8,10.815383333333333
1999-01-18,27.2,25.6,3.9,3.9,11.057866666666667
1999-01-19,27.0,25.1,7.0,7.0,9.727352777777778
1999-01-20,26.0,24.9,33.3,33.3,8.229469444444444
1999-01-21,27.0,25.1,12.8,12.8,9.889880555555555
1999-01-22,26.9,26.3,0.0,0.0,6.832766666666666
1999-01-23,27.3,26.5,0.0,0.0,8.264994444444444
1999-01-24,27.1,25.0,3.1,3.1,3.1221388888888892
1999-01-25,27.4,26.6,0.2,0.2,10.782416666666666
1999-01-26,27.5,26.9,0.0,0.0,10.930394444444444
1999-01-27,27.0,26.2,0.0,0.0,10.964008333333334
1999-01-28,27.5,26.5,0.0,0.0,11.110577777777777
1999-01-29,27.4,26.7,0.0,0.0,11.171730555555557
1999-01-30,27.1,26.2,0.0,0.0,11.06332777777778
1999-01-31,27.3,26.3,0.0,0.0,11.096016666666667
1999-02-01,27.1,25.5,0.3,0.3,11.044038888888888
1999-02-02,27.2,26.5,0.0,0.0,11.048294444444444
1999-02-03,27.4,26.4,0.0,0.0,11.10871388888889
1999-02-04,27.3,26.5,0.0,0.0,11.112697222222222
1999-02-05,27.0,26.2,0.2,0.2,11.032033333333333
1999-02-06,27.0,25.8,3.4,3.4,11.007480555555556
1999-02-07,26.5,25.3,14.1,14.1,10.954475
1999-02-08,27.0,25.1,9.3,9.3,10.957669444444445
1999-02-09,27.4,25.1,5.7,5.7,10.988983333333332
1999-02-10,27.9,26.9,0.0,0.0,11.218819444444444
1999-02-11,27.8,26.8,0.0,0.0,11.221991666666666
1999-02-12,27.6,26.6,0.0,0.0,11.168008333333335
1999-02-13,27.4,25.7,1.0,1.0,11.17072777777778
1999-02-14,27.9,27.1,0.0,0.0,11.087255555555556
1999-02-15,27.6,26.0,0.9,0.9,11.14685
1999-02-16,27.6,26.0,0.6,0.6,11.062294444444445
1999-02-17,27.6,27.1,0.3,0.3,11.208763888888889
1999-02-18,27.5,25.8,1.0,1.0,10.04668611111111
1999-02-19,27.9,25.9,0.9,0.9,9.759058333333334
1999-02-20,27.4,25.5,3.0,3.0,11.125944444444444
1999-02-21,27.5,25.5,9.0,9.0,10.340011111111112
1999-02-22,27.0,25.1,15.7,15.7,8.840241666666666
1999-02-23,27.5,25.5,10.9,10.9,10.715569444444446
1999-02-24,27.5,26.7,0.8,0.8,11.278855555555555
1999-02-25,27.5,25.6,0.8,0.8,10.91835
1999-02-26,27.2,26.2,0.5,0.5,11.159805555555556
1999-02-27,27.1,25.2,8.8,8.8,10.390508333333333
1999-02-28,26.5,25.5,5.6,5.6,9.971824999999999
1999-03-01,26.2,25.1,9.9,9.9,7.695858333333334
1999-03-02,27.4,25.8,0.6,0.6,10.912133333333333
1999-03-03,28.0,26.6,0.3,0.3,11.190752777777778
1999-03-04,27.6,25.8,3.1,3.1,11.35484722222222
1999-03-05,28.0,27.2,0.1,0.1,11.095788888888888
1999-03-06,28.0,26.9,0.0,0.0,11.36506388888889
1999-03-07,28.2,27.3,0.0,0.0,11.370163888888888
1999-03-08,28.0,27.1,0.0,0.0,11.375277777777777
1999-03-09,28.2,27.1,0.0,0.0,11.380397222222223
1999-03-10,28.4,27.8,0.0,0.0,11.385525
1999-03-11,28.1,25.9,0.8,0.8,11.184041666666667
1999-03-12,27.6,25.6,3.0,3.0,11.395775
1999-03-13,28.4,27.0,0.0,0.0,11.213552777777778
1999-03-14,28.5,27.6,0.0,0.0,11.405997222222222
1999-03-15,28.8,27.9,0.0,0.0,11.411088888888889
1999-03-16,28.1,25.8,0.8,0.8,11.41616111111111
1999-03-17,27.7,26.1,4.1,4.1,11.13931111111111
1999-03-18,28.4,25.2,4.4,4.4,9.595469444444445
1999-03-19,28.6,27.5,0.0,0.0,8.626822222222222
1999-03-20,28.5,27.8,0.4,0.4,11.267991666666665
1999-03-21,28.4,26.8,0.5,0.5,11.441127777777778
1999-03-22,28.2,27.4,0.0,0.0,11.16306111111111
1999-03-23,28.1,26.9,1.2,1.2,11.2112
1999-03-24,28.0,26.7,1.2,1.2,11.40038611111111
1999-03-25,28.7,26.5,0.0,0.0,10.529441666666665
1999-03-26,28.7,27.8,0.0,0.0,11.465055555555555
1999-03-27,29.0,28.0,0.0,0.0,11.4697
1999-03-28,28.5,27.1,0.4,0.4,11.47433611111111
